"","id","time","orden","palabra","genero","edad","formacion","partido","interes"
"283",57,2023-06-15 07:43:29,3,"garca","Masculino",17,"secundario en curso","otros","no"
"284",57,2023-06-15 07:43:29,4,"inutil","Masculino",17,"secundario en curso","otros","no"
"285",57,2023-06-15 07:43:29,5,"fracasada","Masculino",17,"secundario en curso","otros","no"
"286",58,2023-06-15 09:11:14,1,"delincuente","Masculino",60,"secundario completo","derecha","no"
"287",58,2023-06-15 09:11:14,2,"presa","Masculino",60,"secundario completo","derecha","no"
"288",58,2023-06-15 09:11:14,3,"corrupcion","Masculino",60,"secundario completo","derecha","no"
"289",58,2023-06-15 09:11:14,4,"detestable","Masculino",60,"secundario completo","derecha","no"
"290",58,2023-06-15 09:11:14,5,"verguenza","Masculino",60,"secundario completo","derecha","no"
"291",59,2023-06-15 09:14:30,1,"ladrona","Femenino",41,"universitario/terciario completo","otros","si"
"292",59,2023-06-15 09:14:30,2,"inteligente","Femenino",41,"universitario/terciario completo","otros","si"
"293",59,2023-06-15 09:14:30,3,"persuasiva","Femenino",41,"universitario/terciario completo","otros","si"
"294",59,2023-06-15 09:14:30,4,"mentirosa","Femenino",41,"universitario/terciario completo","otros","si"
"295",59,2023-06-15 09:14:30,5,"interesada","Femenino",41,"universitario/terciario completo","otros","si"
"296",60,2023-06-15 09:15:55,1,"psicopata","Femenino",66,"universitario/terciario completo","liberalismo","no"
"297",60,2023-06-15 09:15:55,2,"ladrona","Femenino",66,"universitario/terciario completo","liberalismo","no"
"298",60,2023-06-15 09:15:55,3,"irresponsable","Femenino",66,"universitario/terciario completo","liberalismo","no"
"299",60,2023-06-15 09:15:55,4,"mentirosa","Femenino",66,"universitario/terciario completo","liberalismo","no"
"300",60,2023-06-15 09:15:55,5,"megalomana","Femenino",66,"universitario/terciario completo","liberalismo","no"
"301",61,2023-06-15 09:18:28,1,"descontextualizada","Femenino",56,"universitario/terciario completo","otros","no"
"302",61,2023-06-15 09:18:28,2,"alienada","Femenino",56,"universitario/terciario completo","otros","no"
"303",61,2023-06-15 09:18:28,3,"pocoprofesional","Femenino",56,"universitario/terciario completo","otros","no"
"304",61,2023-06-15 09:18:28,4,"alejadadelarealidad","Femenino",56,"universitario/terciario completo","otros","no"
"305",61,2023-06-15 09:18:28,5,"soberbia","Femenino",56,"universitario/terciario completo","otros","no"
"306",62,2023-06-15 09:18:53,1,"enojo","Masculino",43,"secundario completo","derecha","si"
"307",62,2023-06-15 09:18:53,2,"ladrona","Masculino",43,"secundario completo","derecha","si"
"308",62,2023-06-15 09:18:53,3,"mentirosa","Masculino",43,"secundario completo","derecha","si"
"309",62,2023-06-15 09:18:53,4,"inmoral","Masculino",43,"secundario completo","derecha","si"
"310",62,2023-06-15 09:18:53,5,"tristeza","Masculino",43,"secundario completo","derecha","si"
"311",63,2023-06-15 09:19:30,1,"nosemeocurre","Femenino",39,"universitario/terciario completo","otros","no"
"312",63,2023-06-15 09:19:30,2,"nosemeocurre","Femenino",39,"universitario/terciario completo","otros","no"
"313",63,2023-06-15 09:19:30,3,"nosemeocurre","Femenino",39,"universitario/terciario completo","otros","no"
"314",63,2023-06-15 09:19:30,4,"nosemeocurre","Femenino",39,"universitario/terciario completo","otros","no"
"315",63,2023-06-15 09:19:30,5,"nosemeocurre","Femenino",39,"universitario/terciario completo","otros","no"
"316",64,2023-06-15 09:28:15,1,"mujer","Femenino",41,"secundario completo","otros","si"
"317",64,2023-06-15 09:28:15,2,"valiente","Femenino",41,"secundario completo","otros","si"
"318",64,2023-06-15 09:28:15,3,"presidenta","Femenino",41,"secundario completo","otros","si"
"319",64,2023-06-15 09:28:15,4,"soberbia","Femenino",41,"secundario completo","otros","si"
"320",64,2023-06-15 09:28:15,5,"agresiva","Femenino",41,"secundario completo","otros","si"
"321",65,2023-06-15 09:30:46,1,"indignante","Femenino",41,"universitario/terciario completo","derecha","si"
"322",65,2023-06-15 09:30:46,2,"corrupcion","Femenino",41,"universitario/terciario completo","derecha","si"
"323",65,2023-06-15 09:30:46,3,"injusticia","Femenino",41,"universitario/terciario completo","derecha","si"
"324",65,2023-06-15 09:30:46,4,"ladrona","Femenino",41,"universitario/terciario completo","derecha","si"
"325",65,2023-06-15 09:30:46,5,"manipuladora","Femenino",41,"universitario/terciario completo","derecha","si"
"326",66,2023-06-15 09:32:05,1,"corrupcion","Femenino",34,"universitario/terciario completo","derecha","si"
"327",66,2023-06-15 09:32:05,2,"ladron","Femenino",34,"universitario/terciario completo","derecha","si"
"328",66,2023-06-15 09:32:05,3,"lavadodecerebro","Femenino",34,"universitario/terciario completo","derecha","si"
"329",66,2023-06-15 09:32:05,4,"asco","Femenino",34,"universitario/terciario completo","derecha","si"
"330",66,2023-06-15 09:32:05,5,"chorra","Femenino",34,"universitario/terciario completo","derecha","si"
"331",67,2023-06-15 09:32:49,1,"tristeza","Femenino",32,"secundario completo","otros","no"
"332",67,2023-06-15 09:32:49,2,"desilusion","Femenino",32,"secundario completo","otros","no"
"333",67,2023-06-15 09:32:49,3,"manipulacion","Femenino",32,"secundario completo","otros","no"
"334",67,2023-06-15 09:32:49,4,"chamuyera","Femenino",32,"secundario completo","otros","no"
"335",67,2023-06-15 09:32:49,5,"malapersona","Femenino",32,"secundario completo","otros","no"
"336",68,2023-06-15 09:33:48,1,"corrupcion","Femenino",39,"universitario/terciario completo","derecha","si"
"337",68,2023-06-15 09:33:48,2,"inoperancia","Femenino",39,"universitario/terciario completo","derecha","si"
"338",68,2023-06-15 09:33:48,3,"grieta","Femenino",39,"universitario/terciario completo","derecha","si"
"339",68,2023-06-15 09:33:48,4,"robo","Femenino",39,"universitario/terciario completo","derecha","si"
"340",68,2023-06-15 09:33:48,5,"analfabetismo","Femenino",39,"universitario/terciario completo","derecha","si"
"341",69,2023-06-15 09:34:06,1,"nada","Femenino",42,"secundario completo","otros","no"
"342",69,2023-06-15 09:34:06,2,"antipatica","Femenino",42,"secundario completo","otros","no"
"343",69,2023-06-15 09:34:06,3,"altanera","Femenino",42,"secundario completo","otros","no"
"344",69,2023-06-15 09:34:06,4,"vacio","Femenino",42,"secundario completo","otros","no"
"345",69,2023-06-15 09:34:06,5,"soledad","Femenino",42,"secundario completo","otros","no"
"346",70,2023-06-15 09:36:07,1,"ladrona","Masculino",17,"secundario en curso","liberalismo","no"
"347",70,2023-06-15 09:36:07,2,"robo","Masculino",17,"secundario en curso","liberalismo","no"
"348",70,2023-06-15 09:36:07,3,"ortiva","Masculino",17,"secundario en curso","liberalismo","no"
"349",70,2023-06-15 09:36:07,4,"mentirosa","Masculino",17,"secundario en curso","liberalismo","no"
"350",70,2023-06-15 09:36:07,5,"garca","Masculino",17,"secundario en curso","liberalismo","no"
"351",71,2023-06-15 09:36:14,1,"ladrona","Femenino",24,"universitario/terciario completo","otros","si"
"352",71,2023-06-15 09:36:14,2,"izquierda","Femenino",24,"universitario/terciario completo","otros","si"
"353",71,2023-06-15 09:36:14,3,"corrupto","Femenino",24,"universitario/terciario completo","otros","si"
"354",71,2023-06-15 09:36:14,4,"dolar","Femenino",24,"universitario/terciario completo","otros","si"
"355",71,2023-06-15 09:36:14,5,"mujer","Femenino",24,"universitario/terciario completo","otros","si"
"356",72,2023-06-15 09:42:15,1,"chorra","Femenino",46,"secundario completo","otros","no"
"357",72,2023-06-15 09:42:15,2,"soberbia","Femenino",46,"secundario completo","otros","no"
"358",72,2023-06-15 09:42:15,3,"corrupta","Femenino",46,"secundario completo","otros","no"
"359",72,2023-06-15 09:42:15,4,"hijadeputa","Femenino",46,"secundario completo","otros","no"
"360",72,2023-06-15 09:42:15,5,"asxo","Femenino",46,"secundario completo","otros","no"
"361",73,2023-06-15 09:48:26,1,"ladrona","Masculino",39,"universitario/terciario completo","derecha","no"
"362",73,2023-06-15 09:48:26,2,"asesina","Masculino",39,"universitario/terciario completo","derecha","no"
"363",73,2023-06-15 09:48:26,3,"estafadora","Masculino",39,"universitario/terciario completo","derecha","no"
"364",73,2023-06-15 09:48:26,4,"cancer","Masculino",39,"universitario/terciario completo","derecha","no"
"365",73,2023-06-15 09:48:26,5,"escoria","Masculino",39,"universitario/terciario completo","derecha","no"
"366",74,2023-06-15 09:52:11,1,"ladrona","Masculino",19,"universitario/terciario en curso","derecha","no"
"367",74,2023-06-15 09:52:11,2,"mentirosa","Masculino",19,"universitario/terciario en curso","derecha","no"
"368",74,2023-06-15 09:52:11,3,"muerta","Masculino",19,"universitario/terciario en curso","derecha","no"
"369",74,2023-06-15 09:52:11,4,"bruja","Masculino",19,"universitario/terciario en curso","derecha","no"
"370",74,2023-06-15 09:52:11,5,"hdp","Masculino",19,"universitario/terciario en curso","derecha","no"
"371",75,2023-06-15 09:52:20,1,"ladrona","Femenino",44,"universitario/terciario completo","otros","si"
"372",75,2023-06-15 09:52:20,2,"inmoral","Femenino",44,"universitario/terciario completo","otros","si"
"373",75,2023-06-15 09:52:20,3,"sucia","Femenino",44,"universitario/terciario completo","otros","si"
"374",75,2023-06-15 09:52:20,4,"manipuladora","Femenino",44,"universitario/terciario completo","otros","si"
"375",75,2023-06-15 09:52:20,5,"egoista","Femenino",44,"universitario/terciario completo","otros","si"
"376",76,2023-06-15 09:54:14,1,"chorra","Femenino",17,"secundario en curso","otros","si"
"377",76,2023-06-15 09:54:14,2,"corrupta","Femenino",17,"secundario en curso","otros","si"
"378",76,2023-06-15 09:54:14,3,"cinica","Femenino",17,"secundario en curso","otros","si"
"379",76,2023-06-15 09:54:14,4,"dictadura","Femenino",17,"secundario en curso","otros","si"
"380",76,2023-06-15 09:54:14,5,"personalista","Femenino",17,"secundario en curso","otros","si"
"381",77,2023-06-15 09:54:14,1,"chorra","Femenino",17,"secundario en curso","otros","no"
"382",77,2023-06-15 09:54:14,2,"corrupta","Femenino",17,"secundario en curso","otros","no"
"383",77,2023-06-15 09:54:14,3,"pobreza","Femenino",17,"secundario en curso","otros","no"
"384",77,2023-06-15 09:54:14,4,"dictadura","Femenino",17,"secundario en curso","otros","no"
"385",77,2023-06-15 09:54:14,5,"bruja","Femenino",17,"secundario en curso","otros","no"
"386",78,2023-06-15 09:57:30,1,"liderazgo","Femenino",61,"universitario/terciario completo","peronismo","si"
"387",78,2023-06-15 09:57:30,2,"politicasocial","Femenino",61,"universitario/terciario completo","peronismo","si"
"388",78,2023-06-15 09:57:30,3,"argentinaproductiva","Femenino",61,"universitario/terciario completo","peronismo","si"
"389",78,2023-06-15 09:57:30,4,"nivelacion","Femenino",61,"universitario/terciario completo","peronismo","si"
"390",78,2023-06-15 09:57:30,5,"sociedad","Femenino",61,"universitario/terciario completo","peronismo","si"
"391",79,2023-06-15 09:58:14,1,"delincuente","Femenino",40,"secundario completo","otros","no"
"392",79,2023-06-15 09:58:14,2,"estafa","Femenino",40,"secundario completo","otros","no"
"393",79,2023-06-15 09:58:14,3,"manipulacion.","Femenino",40,"secundario completo","otros","no"
"394",79,2023-06-15 09:58:14,4,"poder","Femenino",40,"secundario completo","otros","no"
"395",79,2023-06-15 09:58:14,5,"impunidad","Femenino",40,"secundario completo","otros","no"
"396",80,2023-06-15 10:05:27,1,"manipuladora","Femenino",42,"universitario/terciario completo","otros","no"
"397",80,2023-06-15 10:05:27,2,"corrupta","Femenino",42,"universitario/terciario completo","otros","no"
"398",80,2023-06-15 10:05:27,3,"mentirosa","Femenino",42,"universitario/terciario completo","otros","no"
"399",80,2023-06-15 10:05:27,4,"incoherente","Femenino",42,"universitario/terciario completo","otros","no"
"400",80,2023-06-15 10:05:27,5,"ladrona","Femenino",42,"universitario/terciario completo","otros","no"
"401",81,2023-06-15 10:08:06,1,"chorra","Femenino",55,"universitario/terciario completo","liberalismo","no"
"402",81,2023-06-15 10:08:06,2,"manipuladora","Femenino",55,"universitario/terciario completo","liberalismo","no"
"403",81,2023-06-15 10:08:06,3,"mentirosa","Femenino",55,"universitario/terciario completo","liberalismo","no"
"404",81,2023-06-15 10:08:06,4,"inmoral","Femenino",55,"universitario/terciario completo","liberalismo","no"
"405",81,2023-06-15 10:08:06,5,"ambisiosa","Femenino",55,"universitario/terciario completo","liberalismo","no"
"406",82,2023-06-15 10:22:45,1,"unmal","Masculino",55,"secundario completo","otros","no"
"407",82,2023-06-15 10:22:45,2,"desonesta","Masculino",55,"secundario completo","otros","no"
"408",82,2023-06-15 10:22:45,3,"mentirosa","Masculino",55,"secundario completo","otros","no"
"409",82,2023-06-15 10:22:45,4,"falsa","Masculino",55,"secundario completo","otros","no"
"410",82,2023-06-15 10:22:45,5,"hipocrita","Masculino",55,"secundario completo","otros","no"
"411",83,2023-06-15 10:27:30,1,"lider","Femenino",49,"universitario/terciario completo","peronismo","si"
"412",83,2023-06-15 10:27:30,2,"politica","Femenino",49,"universitario/terciario completo","peronismo","si"
"413",83,2023-06-15 10:27:30,3,"mujer","Femenino",49,"universitario/terciario completo","peronismo","si"
"414",83,2023-06-15 10:27:30,4,"inteligente","Femenino",49,"universitario/terciario completo","peronismo","si"
"415",83,2023-06-15 10:27:30,5,"estatista","Femenino",49,"universitario/terciario completo","peronismo","si"
"416",84,2023-06-15 10:28:16,1,"chorra","Femenino",55,"universitario/terciario completo","liberalismo","no"
"417",84,2023-06-15 10:28:16,2,"insoportable","Femenino",55,"universitario/terciario completo","liberalismo","no"
"418",84,2023-06-15 10:28:16,3,"hipocrita","Femenino",55,"universitario/terciario completo","liberalismo","no"
"419",84,2023-06-15 10:28:16,4,"falsa","Femenino",55,"universitario/terciario completo","liberalismo","no"
"420",84,2023-06-15 10:28:16,5,"nefasta","Femenino",55,"universitario/terciario completo","liberalismo","no"
"421",85,2023-06-15 10:29:44,1,"decision","Femenino",33,"universitario/terciario completo","peronismo","si"
"422",85,2023-06-15 10:29:44,2,"determinacion","Femenino",33,"universitario/terciario completo","peronismo","si"
"423",85,2023-06-15 10:29:44,3,"oportunidade","Femenino",33,"universitario/terciario completo","peronismo","si"
"424",85,2023-06-15 10:29:44,4,"resilencia","Femenino",33,"universitario/terciario completo","peronismo","si"
"425",85,2023-06-15 10:29:44,5,"poder","Femenino",33,"universitario/terciario completo","peronismo","si"
"426",86,2023-06-15 10:34:56,1,"corrupta","Masculino",40,"universitario/terciario completo","liberalismo","si"
"427",86,2023-06-15 10:34:56,2,"inteligente","Masculino",40,"universitario/terciario completo","liberalismo","si"
"428",86,2023-06-15 10:34:56,3,"valiente","Masculino",40,"universitario/terciario completo","liberalismo","si"
"429",86,2023-06-15 10:34:56,4,"poderosa","Masculino",40,"universitario/terciario completo","liberalismo","si"
"430",86,2023-06-15 10:34:56,5,"kirchnerismo","Masculino",40,"universitario/terciario completo","liberalismo","si"
"431",87,2023-06-15 10:35:13,1,"vicepresidente","Masculino",44,"universitario/terciario completo","otros","no"
"432",87,2023-06-15 10:35:13,2,"enriquecimientoilicito","Masculino",44,"universitario/terciario completo","otros","no"
"433",87,2023-06-15 10:35:13,3,"carcel","Masculino",44,"universitario/terciario completo","otros","no"
"434",87,2023-06-15 10:35:13,4,"mujerempoderada","Masculino",44,"universitario/terciario completo","otros","no"
"435",87,2023-06-15 10:35:13,5,"inmortal","Masculino",44,"universitario/terciario completo","otros","no"
"436",88,2023-06-15 10:37:45,1,"peronismo","Femenino",36,"universitario/terciario completo","peronismo","no"
"437",88,2023-06-15 10:37:45,2,"derechossociale","Femenino",36,"universitario/terciario completo","peronismo","no"
"438",88,2023-06-15 10:37:45,3,"estadista","Femenino",36,"universitario/terciario completo","peronismo","no"
"439",88,2023-06-15 10:37:45,4,"oratoria","Femenino",36,"universitario/terciario completo","peronismo","no"
"440",88,2023-06-15 10:37:45,5,"abogada","Femenino",36,"universitario/terciario completo","peronismo","no"
"441",89,2023-06-15 10:42:50,1,"corrupcion","Femenino",39,"universitario/terciario completo","otros","si"
"442",89,2023-06-15 10:42:50,2,"impunidad","Femenino",39,"universitario/terciario completo","otros","si"
"443",89,2023-06-15 10:42:50,3,"mentirosa","Femenino",39,"universitario/terciario completo","otros","si"
"444",89,2023-06-15 10:42:50,4,"negadora","Femenino",39,"universitario/terciario completo","otros","si"
"445",89,2023-06-15 10:42:50,5,"delincuente","Femenino",39,"universitario/terciario completo","otros","si"
"446",90,2023-06-15 10:51:01,1,"peronismo","Femenino",17,"secundario en curso","liberalismo","no"
"447",90,2023-06-15 10:51:01,2,"ladrona","Femenino",17,"secundario en curso","liberalismo","no"
"448",90,2023-06-15 10:51:01,3,"mentirosa","Femenino",17,"secundario en curso","liberalismo","no"
"449",90,2023-06-15 10:51:01,4,"mal","Femenino",17,"secundario en curso","liberalismo","no"
"450",90,2023-06-15 10:51:01,5,"chorra","Femenino",17,"secundario en curso","liberalismo","no"
"451",91,2023-06-15 10:52:22,1,"lider","Masculino",47,"universitario/terciario completo","peronismo","no"
"452",91,2023-06-15 10:52:22,2,"millonaria","Masculino",47,"universitario/terciario completo","peronismo","no"
"453",91,2023-06-15 10:52:22,3,"individualista","Masculino",47,"universitario/terciario completo","peronismo","no"
"454",91,2023-06-15 10:52:22,4,"division","Masculino",47,"universitario/terciario completo","peronismo","no"
"455",91,2023-06-15 10:52:22,5,"turbio","Masculino",47,"universitario/terciario completo","peronismo","no"
"456",92,2023-06-15 10:54:40,1,"estafa","Femenino",14,"secundario en curso","liberalismo","si"
"457",92,2023-06-15 10:54:40,2,"robo","Femenino",14,"secundario en curso","liberalismo","si"
"458",92,2023-06-15 10:54:40,3,"inflacion","Femenino",14,"secundario en curso","liberalismo","si"
"459",92,2023-06-15 10:54:40,4,"mentira","Femenino",14,"secundario en curso","liberalismo","si"
"460",92,2023-06-15 10:54:40,5,"malaeconomia","Femenino",14,"secundario en curso","liberalismo","si"
"461",93,2023-06-15 10:59:20,1,"robo","Masculino",14,"secundario en curso","liberalismo","si"
"462",93,2023-06-15 10:59:20,2,"lavadodeplata","Masculino",14,"secundario en curso","liberalismo","si"
"463",93,2023-06-15 10:59:20,3,"causaspenale","Masculino",14,"secundario en curso","liberalismo","si"
"464",93,2023-06-15 10:59:20,4,"inflacion","Masculino",14,"secundario en curso","liberalismo","si"
"465",93,2023-06-15 10:59:20,5,"dolar","Masculino",14,"secundario en curso","liberalismo","si"
"466",94,2023-06-15 11:03:15,1,"odio","Femenino",57,"universitario/terciario completo","liberalismo","no"
"467",94,2023-06-15 11:03:15,2,"corrupta","Femenino",57,"universitario/terciario completo","liberalismo","no"
"468",94,2023-06-15 11:03:15,3,"chorra","Femenino",57,"universitario/terciario completo","liberalismo","no"
"469",94,2023-06-15 11:03:15,4,"impresentable","Femenino",57,"universitario/terciario completo","liberalismo","no"
"470",94,2023-06-15 11:03:15,5,"astuta","Femenino",57,"universitario/terciario completo","liberalismo","no"
"471",95,2023-06-15 11:06:27,1,"corrupta","Femenino",54,"universitario/terciario completo","derecha","si"
"472",95,2023-06-15 11:06:27,2,"asesina","Femenino",54,"universitario/terciario completo","derecha","si"
"473",95,2023-06-15 11:06:27,3,"traidora","Femenino",54,"universitario/terciario completo","derecha","si"
"474",95,2023-06-15 11:06:27,4,"mentirosa","Femenino",54,"universitario/terciario completo","derecha","si"
"475",95,2023-06-15 11:06:27,5,"loca","Femenino",54,"universitario/terciario completo","derecha","si"
"476",96,2023-06-15 11:22:33,1,"corrupcion","Femenino",50,"universitario/terciario completo","otros","si"
"477",96,2023-06-15 11:22:33,2,"manipulacion","Femenino",50,"universitario/terciario completo","otros","si"
"478",96,2023-06-15 11:22:33,3,"presidenta","Femenino",50,"universitario/terciario completo","otros","si"
"479",96,2023-06-15 11:22:33,4,"irrealidad","Femenino",50,"universitario/terciario completo","otros","si"
"480",96,2023-06-15 11:22:33,5,"mentira","Femenino",50,"universitario/terciario completo","otros","si"
"481",97,2023-06-15 11:38:42,1,"delincuente","Femenino",57,"universitario/terciario en curso","otros","no"
"482",97,2023-06-15 11:38:42,2,"loca","Femenino",57,"universitario/terciario en curso","otros","no"
"483",97,2023-06-15 11:38:42,3,"ladrona","Femenino",57,"universitario/terciario en curso","otros","no"
"484",97,2023-06-15 11:38:42,4,"cenil","Femenino",57,"universitario/terciario en curso","otros","no"
"485",97,2023-06-15 11:38:42,5,"chorra","Femenino",57,"universitario/terciario en curso","otros","no"
"486",98,2023-06-15 11:54:38,1,"corrupcion","Femenino",42,"universitario/terciario completo","otros","si"
"487",98,2023-06-15 11:54:38,2,"autoritarismo","Femenino",42,"universitario/terciario completo","otros","si"
"488",98,2023-06-15 11:54:38,3,"inteligencia","Femenino",42,"universitario/terciario completo","otros","si"
"489",98,2023-06-15 11:54:38,4,"demagogia","Femenino",42,"universitario/terciario completo","otros","si"
"490",98,2023-06-15 11:54:38,5,"odio","Femenino",42,"universitario/terciario completo","otros","si"
"491",99,2023-06-15 12:18:25,1,"fabuladora","Femenino",54,"universitario/terciario completo","otros","no"
"492",99,2023-06-15 12:18:25,2,"mentirosa","Femenino",54,"universitario/terciario completo","otros","no"
"493",99,2023-06-15 12:18:25,3,"irresponsable","Femenino",54,"universitario/terciario completo","otros","no"
"494",99,2023-06-15 12:18:25,4,"incoherente","Femenino",54,"universitario/terciario completo","otros","no"
"495",99,2023-06-15 12:18:25,5,"delirante","Femenino",54,"universitario/terciario completo","otros","no"
"496",100,2023-06-15 13:36:40,1,"seguimosigual","Femenino",59,"universitario/terciario completo","otros","si"
"497",100,2023-06-15 13:36:40,2,"mejornocontestar","Femenino",59,"universitario/terciario completo","otros","si"
"498",100,2023-06-15 13:36:40,3,"tristezaporloquelequedaradefuturoanuestroshijo","Femenino",59,"universitario/terciario completo","otros","si"
"499",100,2023-06-15 13:36:40,4,"descontencto","Femenino",59,"universitario/terciario completo","otros","si"
"500",100,2023-06-15 13:36:40,5,"indignacionporlapobrezaqueestaviviendolamayoriadelaspersona","Femenino",59,"universitario/terciario completo","otros","si"
"501",101,2023-06-15 13:59:29,1,"maldito","Femenino",63,"universitario/terciario completo","otros","no"
"502",101,2023-06-15 13:59:29,2,"irresponsable","Femenino",63,"universitario/terciario completo","otros","no"
"503",101,2023-06-15 13:59:29,3,"nosirvenparanada","Femenino",63,"universitario/terciario completo","otros","no"
"504",101,2023-06-15 13:59:29,4,"sirvensoloparamolestaralagenteyperjudicarno","Femenino",63,"universitario/terciario completo","otros","no"
"505",101,2023-06-15 13:59:29,5,"nolosvoteynuncalosvotaria","Femenino",63,"universitario/terciario completo","otros","no"
"506",102,2023-06-15 14:59:48,1,"engano","Femenino",58,"universitario/terciario completo","otros","si"
"507",102,2023-06-15 14:59:48,2,"usaralospobre","Femenino",58,"universitario/terciario completo","otros","si"
"508",102,2023-06-15 14:59:48,3,"enriquecimiento","Femenino",58,"universitario/terciario completo","otros","si"
"509",102,2023-06-15 14:59:48,4,"peronismo","Femenino",58,"universitario/terciario completo","otros","si"
"510",102,2023-06-15 14:59:48,5,"lacampora","Femenino",58,"universitario/terciario completo","otros","si"
"511",103,2023-06-15 18:39:35,1,"chorro","Femenino",14,"secundario en curso","otros","si"
"512",103,2023-06-15 18:39:35,2,"estafa","Femenino",14,"secundario en curso","otros","si"
"513",103,2023-06-15 18:39:35,3,"decepcion","Femenino",14,"secundario en curso","otros","si"
"514",103,2023-06-15 18:39:35,4,"bronca","Femenino",14,"secundario en curso","otros","si"
"515",103,2023-06-15 18:39:35,5,"inseguridad","Femenino",14,"secundario en curso","otros","si"
"516",104,2023-06-15 18:42:23,1,"maldad","Femenino",14,"secundario en curso","otros","no"
"517",104,2023-06-15 18:42:23,2,"asesina","Femenino",14,"secundario en curso","otros","no"
"518",104,2023-06-15 18:42:23,3,"delicuente","Femenino",14,"secundario en curso","otros","no"
"519",104,2023-06-15 18:42:23,4,"corrupta","Femenino",14,"secundario en curso","otros","no"
"520",104,2023-06-15 18:42:23,5,"odio","Femenino",14,"secundario en curso","otros","no"
"521",105,2023-06-15 18:47:40,1,"chorro","Masculino",28,"secundario completo","liberalismo","si"
"522",105,2023-06-15 18:47:40,2,"cristina","Masculino",28,"secundario completo","liberalismo","si"
"523",105,2023-06-15 18:47:40,3,"alberto","Masculino",28,"secundario completo","liberalismo","si"
"524",105,2023-06-15 18:47:40,4,"frentedetodo","Masculino",28,"secundario completo","liberalismo","si"
"525",105,2023-06-15 18:47:40,5,"planessociale","Masculino",28,"secundario completo","liberalismo","si"
"526",106,2023-06-15 18:52:37,1,"chorra","Femenino",14,"secundario en curso","otros","no"
"527",106,2023-06-15 18:52:37,2,"inteligente","Femenino",14,"secundario en curso","otros","no"
"528",106,2023-06-15 18:52:37,3,"astuta","Femenino",14,"secundario en curso","otros","no"
"529",106,2023-06-15 18:52:37,4,"peronista","Femenino",14,"secundario en curso","otros","no"
"530",106,2023-06-15 18:52:37,5,"fria","Femenino",14,"secundario en curso","otros","no"
"531",107,2023-06-15 18:57:58,1,"chorra","Femenino",14,"secundario en curso","otros","si"
"532",107,2023-06-15 18:57:58,2,"corrupcion","Femenino",14,"secundario en curso","otros","si"
"533",107,2023-06-15 18:57:58,3,"soberbia","Femenino",14,"secundario en curso","otros","si"
"534",107,2023-06-15 18:57:58,4,"arrogante","Femenino",14,"secundario en curso","otros","si"
"535",107,2023-06-15 18:57:58,5,"engreida","Femenino",14,"secundario en curso","otros","si"
"536",108,2023-06-15 19:22:06,1,"hijaderemilputa","Femenino",62,"universitario/terciario completo","liberalismo","no"
"537",108,2023-06-15 19:22:06,2,"ladronayasesina","Femenino",62,"universitario/terciario completo","liberalismo","no"
"538",108,2023-06-15 19:22:06,3,"falsa","Femenino",62,"universitario/terciario completo","liberalismo","no"
"539",108,2023-06-15 19:22:06,4,"corrupcion","Femenino",62,"universitario/terciario completo","liberalismo","no"
"540",108,2023-06-15 19:22:06,5,"cancer","Femenino",62,"universitario/terciario completo","liberalismo","no"
"541",109,2023-06-15 19:28:29,1,"corrupcion","Femenino",49,"universitario/terciario completo","derecha","no"
"542",109,2023-06-15 19:28:29,2,"impunidad","Femenino",49,"universitario/terciario completo","derecha","no"
"543",109,2023-06-15 19:28:29,3,"mentira","Femenino",49,"universitario/terciario completo","derecha","no"
"544",109,2023-06-15 19:28:29,4,"destruccion","Femenino",49,"universitario/terciario completo","derecha","no"
"545",109,2023-06-15 19:28:29,5,"emigraciondetalento","Femenino",49,"universitario/terciario completo","derecha","no"
"546",110,2023-06-15 19:37:18,1,"psicopata","Femenino",45,"secundario completo","otros","si"
"547",110,2023-06-15 19:37:18,2,"comunismo","Femenino",45,"secundario completo","otros","si"
"548",110,2023-06-15 19:37:18,3,"ladrona","Femenino",45,"secundario completo","otros","si"
"549",110,2023-06-15 19:37:18,4,"antidemocracia","Femenino",45,"secundario completo","otros","si"
"550",110,2023-06-15 19:37:18,5,"novolveraescucharsuvoz","Femenino",45,"secundario completo","otros","si"
"551",111,2023-06-15 19:37:22,1,"impunidad","Femenino",60,"universitario/terciario completo","otros","no"
"552",111,2023-06-15 19:37:22,2,"repudio","Femenino",60,"universitario/terciario completo","otros","no"
"553",111,2023-06-15 19:37:22,3,"desigualdad","Femenino",60,"universitario/terciario completo","otros","no"
"554",111,2023-06-15 19:37:22,4,"miedo","Femenino",60,"universitario/terciario completo","otros","no"
"555",111,2023-06-15 19:37:22,5,"sinverguenza","Femenino",60,"universitario/terciario completo","otros","no"
"556",112,2023-06-15 19:40:40,1,"corrupcion","Femenino",56,"universitario/terciario completo","liberalismo","si"
"557",112,2023-06-15 19:40:40,2,"impunidad","Femenino",56,"universitario/terciario completo","liberalismo","si"
"558",112,2023-06-15 19:40:40,3,"demoniaca","Femenino",56,"universitario/terciario completo","liberalismo","si"
"559",112,2023-06-15 19:40:40,4,"psicopata","Femenino",56,"universitario/terciario completo","liberalismo","si"
"560",112,2023-06-15 19:40:40,5,"cinica","Femenino",56,"universitario/terciario completo","liberalismo","si"
